AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1160003563,HACKNEY,4,532970,187950,2,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1160003567,HACKNEY,4,534030,185210,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1160003578,HACKNEY,4,531640,186960,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160003586,HACKNEY,4,537316,185512,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160003591,HACKNEY,4,534660,183730,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160003591,HACKNEY,4,534660,183730,2,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160003609,HACKNEY,4,533170,183980,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1160003676,HACKNEY,4,533560,185440,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160003749,HACKNEY,4,534955,184432,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160003752,HACKNEY,4,533530,184780,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160003789,HACKNEY,4,534250,185040,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160003815,HACKNEY,4,532890,187930,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160003820,HACKNEY,4,534820,186320,2,2 Passenger,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160003820,HACKNEY,4,534820,186320,1,1 Driver/Rider,2 Female,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160003854,HACKNEY,4,533140,182600,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160004024,HACKNEY,4,533580,185858,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160004327,HACKNEY,4,535691,185538,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160004345,HACKNEY,4,533940,186120,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160004411,HACKNEY,4,533020,182540,1,1 Driver/Rider,2 Female,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160004461,HACKNEY,4,533140,182605,1,2 Passenger,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160004486,HACKNEY,4,533130,183800,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160004626,HACKNEY,4,532736,187956,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160004638,HACKNEY,4,537340,185530,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
1160004649,HACKNEY,4,535180,184170,1,3 Pedestrian,2 Female,60+,66,1,2 Serious,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
1160004844,HACKNEY,4,534470,184740,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160004956,HACKNEY,4,533510,182690,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160004979,HACKNEY,4,534350,184760,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160004983,HACKNEY,4,532740,182900,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160004984,HACKNEY,4,534790,185040,1,2 Passenger,2 Female,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160005428,HACKNEY,4,534960,184350,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160005731,HACKNEY,4,532400,187680,1,1 Driver/Rider,1 Male,16-24,17,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160005891,HACKNEY,4,532670,187270,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160005903,HACKNEY,4,533650,187410,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160006027,HACKNEY,4,533260,183130,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160006088,HACKNEY,4,533205,187485,1,3 Pedestrian,1 Male,0-15,7,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160006168,HACKNEY,4,532680,182878,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160006228,HACKNEY,4,533170,187100,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160006253,HACKNEY,4,532450,186700,1,3 Pedestrian,1 Male,60+,72,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160006256,HACKNEY,4,535790,184850,1,3 Pedestrian,1 Male,60+,76,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1160006264,HACKNEY,4,532310,186720,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160006291,HACKNEY,4,532900,184260,1,3 Pedestrian,1 Male,60+,83,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1160006309,HACKNEY,4,534940,186940,1,3 Pedestrian,1 Male,25-59,37,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160006394,HACKNEY,4,533940,184770,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160006511,HACKNEY,4,536700,184675,2,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160006511,HACKNEY,4,536700,184675,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160006711,HACKNEY,4,533150,185780,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
1160006855,HACKNEY,4,533460,182170,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160007155,HACKNEY,4,532760,182900,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160007191,HACKNEY,4,532730,183330,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1160007223,HACKNEY,4,534550,185190,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160007261,HACKNEY,4,534860,186070,1,3 Pedestrian,2 Female,16-24,17,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160007343,HACKNEY,4,533164,182441,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160007516,HACKNEY,4,534490,187180,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160007536,HACKNEY,4,534720,183860,1,3 Pedestrian,2 Female,25-59,30,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1160007576,HACKNEY,4,535390,183840,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1160007690,HACKNEY,4,533540,185270,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160007725,HACKNEY,4,535345,186458,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160007822,HACKNEY,4,533020,186070,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160008036,HACKNEY,4,534856,183837,1,2 Passenger,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
1160008039,HACKNEY,4,535303,186429,1,3 Pedestrian,2 Female,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160008039,HACKNEY,4,535303,186429,2,3 Pedestrian,2 Female,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160008045,HACKNEY,4,534450,187260,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160008058,HACKNEY,4,533900,187730,1,3 Pedestrian,1 Male,60+,62,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160008059,HACKNEY,4,534330,184390,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160008175,HACKNEY,4,533970,184880,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160008188,HACKNEY,4,533620,185140,1,3 Pedestrian,2 Female,60+,63,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160008247,HACKNEY,4,534840,183740,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160008264,HACKNEY,4,534940,184950,1,2 Passenger,1 Male,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160008264,HACKNEY,4,534940,184950,2,2 Passenger,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160008307,HACKNEY,4,534270,185040,1,3 Pedestrian,2 Female,60+,67,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160008461,HACKNEY,4,536260,185250,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160008589,HACKNEY,4,532140,187500,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160008602,HACKNEY,4,532830,183910,1,3 Pedestrian,1 Male,60+,73,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1160008669,HACKNEY,4,533920,185580,1,3 Pedestrian,1 Male,0-15,7,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1160008672,HACKNEY,4,533940,184550,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160008685,HACKNEY,4,533699,187812,1,3 Pedestrian,1 Male,60+,79,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1160008822,HACKNEY,4,534040,187670,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1160008822,HACKNEY,4,534040,187670,2,3 Pedestrian,2 Female,16-24,20,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1160008870,HACKNEY,4,533420,182660,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160008878,HACKNEY,4,535846,185118,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160008879,HACKNEY,4,533590,186129,1,3 Pedestrian,1 Male,0-15,13,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1160008886,HACKNEY,4,532820,183150,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1160008904,HACKNEY,4,533880,187150,1,3 Pedestrian,1 Male,0-15,12,1,2 Serious,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1160009152,HACKNEY,4,533150,182440,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160009206,HACKNEY,4,533650,187120,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009275,HACKNEY,4,535057,186252,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160009280,HACKNEY,4,533210,182400,1,3 Pedestrian,1 Male,25-59,43,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160009295,HACKNEY,4,533540,185170,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009295,HACKNEY,4,533540,185170,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009302,HACKNEY,4,535030,184140,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1160009304,HACKNEY,4,536360,184570,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009613,HACKNEY,4,534870,186035,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009653,HACKNEY,4,532710,185480,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160009654,HACKNEY,4,534320,186390,1,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160009716,HACKNEY,4,534960,184920,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160010670,HACKNEY,4,536140,185540,1,3 Pedestrian,2 Female,60+,64,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160010913,HACKNEY,4,534452,187265,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160011204,HACKNEY,4,534450,185850,1,1 Driver/Rider,2 Female,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1160011495,HACKNEY,4,533620,186520,1,3 Pedestrian,1 Male,60+,61,1,2 Serious,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160011508,HACKNEY,4,536130,185170,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160011514,HACKNEY,4,533480,182280,1,1 Driver/Rider,2 Female,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160011769,HACKNEY,4,535520,186040,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1160011893,HACKNEY,4,532560,182870,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160011932,HACKNEY,4,535640,184040,1,1 Driver/Rider,2 Female,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160011936,HACKNEY,4,532670,187190,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160011942,HACKNEY,4,532930,185940,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160012006,HACKNEY,4,533659,187162,1,3 Pedestrian,1 Male,25-59,39,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1160012382,HACKNEY,4,532860,186420,1,2 Passenger,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160012726,HACKNEY,4,534730,185520,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160012887,HACKNEY,4,533570,182800,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013441,HACKNEY,4,534322,186189,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013469,HACKNEY,4,533470,183540,1,2 Passenger,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160013474,HACKNEY,4,534850,184000,1,1 Driver/Rider,1 Male,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013478,HACKNEY,4,533300,186100,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013486,HACKNEY,4,533650,186760,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013493,HACKNEY,4,534860,186070,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013497,HACKNEY,4,533650,186700,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1160013501,HACKNEY,4,532300,186760,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013510,HACKNEY,4,534720,184140,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013518,HACKNEY,4,535110,185500,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013526,HACKNEY,4,533470,183060,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160013526,HACKNEY,4,533470,183060,2,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160013824,HACKNEY,4,532550,185760,1,3 Pedestrian,1 Male,25-59,44,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1160013827,HACKNEY,4,533240,182370,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1160013835,HACKNEY,4,535650,185050,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160013835,HACKNEY,4,535650,185050,2,2 Passenger,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160013843,HACKNEY,4,533440,182170,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013855,HACKNEY,4,533470,183790,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1160013855,HACKNEY,4,533470,183790,2,2 Passenger,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160013884,HACKNEY,4,534610,185040,1,3 Pedestrian,2 Female,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1160013901,HACKNEY,4,533580,186140,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160013915,HACKNEY,4,534490,187180,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013950,HACKNEY,4,534460,187250,2,2 Passenger,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160013950,HACKNEY,4,534460,187250,1,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160013961,HACKNEY,4,531570,186890,1,1 Driver/Rider,2 Female,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013976,HACKNEY,4,533340,182270,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160013990,HACKNEY,4,533770,184800,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014001,HACKNEY,4,534460,187220,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014106,HACKNEY,4,533260,182990,1,3 Pedestrian,2 Female,16-24,24,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1160014109,HACKNEY,4,533840,187890,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160014127,HACKNEY,4,534990,185740,1,2 Passenger,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160014127,HACKNEY,4,534990,185740,2,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160014142,HACKNEY,4,535520,186040,1,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160014148,HACKNEY,4,534360,186360,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160014159,HACKNEY,4,534590,186820,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160014169,HACKNEY,4,535820,185180,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160014189,HACKNEY,4,536220,185220,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160014205,HACKNEY,4,533120,183620,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014243,HACKNEY,4,534790,186410,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160014256,HACKNEY,4,534310,184480,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014263,HACKNEY,4,533460,182220,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014272,HACKNEY,4,533010,182410,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160014407,HACKNEY,4,532450,187700,1,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160015130,HACKNEY,4,532910,187120,1,3 Pedestrian,1 Male,60+,64,1,2 Serious,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
1160015600,HACKNEY,4,532040,187500,1,3 Pedestrian,2 Female,16-24,20,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1160016791,HACKNEY,4,532910,185540,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160016825,HACKNEY,4,535650,185230,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1160016833,HACKNEY,4,533670,186690,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160016861,HACKNEY,4,533980,183210,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160016873,HACKNEY,4,535460,185040,1,2 Passenger,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160016885,HACKNEY,4,535250,184770,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160017084,HACKNEY,4,533010,182550,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160017117,HACKNEY,4,533460,182190,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1160017132,HACKNEY,4,536670,184850,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160017152,HACKNEY,4,533940,184660,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160017152,HACKNEY,4,533940,184660,2,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160017169,HACKNEY,4,533210,182620,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1160017169,HACKNEY,4,533210,182620,2,3 Pedestrian,2 Female,25-59,27,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
1160017334,HACKNEY,4,533840,185160,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1160017592,HACKNEY,4,532310,186720,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160017610,HACKNEY,4,531640,186970,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1160017635,HACKNEY,4,534690,186690,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1160017653,HACKNEY,4,533600,186330,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
